;CMPD;CMPD_SMILES
168;2-(4-chlorobenzylidene)cyclopentyl ethyl ether;CCOC\1CCC/C1=C\C2=CC=C(C=C2)Cl
169;1-phenylcyclopentanecarboxylic acid;C1CCC(C1)(C2=CC=CC=C2)C(=O)O
170;3-phenylcyclopentanecarboxylic acid;C1CC(CC1C2=CC=CC=C2)C(=O)O
171;2'-adenylic acid;C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O)N
172;N-1-methylnicotinamide chloride;None
173;ADP;C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N
174;N-1-undecylnicotinamide chloride;None
175;adenosine diphosphoribose;C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@H]([C@H]([C@H](C=O)O)O)O)O)O)N
176;N-1-decylnicotinamide chloride;None
177;5'-adenylic acid;C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N
178;N-1-nonylnicotinamide chloride;None
179;N-1-heptylnicotinamide chloride;None
180;N-1-octylnicotinamide chloride;None
181;N-1-hexylnicotinamide chloride;None
182;N-1-propylnicotinamide chloride;None
183;N-1-ethylnicotinamide chloride;None
184;N-1-butylnicotinamide chloride;None
185;N-1-pentylnicotinamide chloride;None
186;N-acetyl-serotonin;CC(=O)NCCC1=CNC2=C1C=C(C=C2)O
187;phenylquinone;C1=CC=C(C=C1)C2=CC(=O)C=CC2=O
188;benzoquinone;C1=CC(=O)C=CC1=O
189;N-acetylserotonin;CC(=O)NCCC1=CNC2=C1C=C(C=C2)O
190;Melatonin;CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
191;serotonin;C1=CC2=C(C=C1O)C(=CN2)CCN
192;1-norepinephrine;None
193;Reactive Red 3A;None
194;CoA;CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O
195;2'-phospho-ADP-ribose;C1[C@@H]([C@H]([C@H](C1O)O)O)COP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)OP(=O)([O-])[O-])O
196;2'-phospho-AMP;C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)OP(=O)(O)O)N
197;(R)-4-dehydropantoate;CC(C)(C=O)[C@H](C(=O)O)O
198;ATP;C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N
199;AMP;C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N
200;phosphate;[O-]P(=O)([O-])[O-]
201;dihydrocelastrol;CC1=C2CC=C3[C@](C2=CC(=C1O)O)(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)O)C)C)C)C
202;D-fructose 6-phosphate;C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O
203;2,2'-bipyridyl;C1=CC=NC(=C1)C2=CC=CC=N2
204;4,7-phenanthroline;C1=CC2=C(C=CC3=C2C=CC=N3)N=C1
205;FR171456;C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(C[C@H]([C@]34[C@@]2(CC(=O)[C@@H]5[C@]3(C4)C(=O)C[C@@H]([C@@]5(C)C(=O)O)O)O)O)C
206;D-glyceraldehyde 3-phosphate;C([C@H](C=O)O)OP(=O)(O)O
207;L-alpha-glycerol 3-phosphate;None
208;14,16-dihydroxy-3,8-dimethyl-3,4,5,6,9,10-hexahydro-1H-2-benzoxacyclotetradecine-1,7(8H)-dione;None
209;triclosan;C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
210;chrysin;C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
211;radiciol;B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
212;wedelolactone;COC1=CC(=C2C(=C1)OC(=O)C3=C2OC4=CC(=C(C=C43)O)O)O
213;Biochanin A;COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O
214;naringenin;C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
215;4-amino-1-tert-butyl-3-(2-hydroxyphenyl)pyrazolo[3,4-d]pyrimidine;None
216;7-monohydroxyethylrutoside;C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
217;rutoside;C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
218;S-nitrosoglutathione;C(CC(=O)N[C@@H](CSN=O)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
219;GDP-mannose;C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)N=C(NC2=O)N
220;Tolrestat;CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC
221;Mefenamic acid;CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
222;4-carboxy-2',4'-dinitrodiphenylamine;C1=CC(=CC=C1C(=O)O)NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
223;sorbinil;C1COC2=C([C@]13C(=O)NC(=O)N3)C=C(C=C2)F
224;9,10-phenanthrenequinone;C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O
225;4-chloro-N-(4-tolyl)-anthranilic acid;None
226;4-benzoyl-benzoic acid;C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O
227;4-nitro-N-phenylanthranilic acid;C1=CC=C(C=C1)NC2=C(C=CC(=C2)[N+](=O)[O-])C(=O)O
228;4-chloro-N-phenylanthranilic acid;None
229;N-(4-chlorobenzoyl)-melatonin;CC(=O)NCCC1=CN(C2=C1C=C(C=C2)OC)C(=O)C3=CC=C(C=C3)Cl
230;AgNO3;[N+](=O)([O-])[O-].[Ag+]
231;5-methyl-N-phenylanthranilic acid;None
232;4-carboxy-2-aminodiphenylamine;None
233;4-nitrobenzaldehyde;C1=CC(=CC=C1C=O)[N+](=O)[O-]
234;HgCl2;Cl[Hg]Cl
235;CuSO4;[O-]S(=O)(=O)[O-].[Cu+2]
236;CdSO4;[O-]S(=O)(=O)[O-].[Cd+2]
237;ZnSO4;[O-]S(=O)(=O)[O-].[Zn+2]
238;Fentiazac;C1=CC=C(C=C1)C2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl
239;progesterone;CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
240;adenosine 2',5'-diphosphate;C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)OP(=O)(O)O)N
241;coniferyl aldehyde;COC1=C(C=CC(=C1)/C=C/C=O)O
242;sinapyl aldehyde;COC1=CC(=CC(=C1O)OC)/C=C/C=O
243;4-coumaryl aldehyde;None
244;(+)-Camphor;C[C@@]12CC[C@@H](C1(C)C)CC2=O
245;(-)-Camphor;C[C@]12CC[C@H](C1(C)C)CC2=O
246;AL-1576;C1=CC2=C(C=C1F)C3(C4=C2C=CC(=C4)F)C(=O)NC(=O)N3
247;D-glucose 1-phosphate;C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O
248;D-fructose 1,6-bisphosphate;None
249;glycerol;C(C(CO)O)O
250;L-gulonate;C([C@@H]([C@H]([C@@H]([C@@H](C(=O)[O-])O)O)O)O)O
251;L-gulono-1,4-lactone;C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O
252;mizoribine 5'-phosphate;C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)O)C(=O)N
253;Mycophenolic acid;CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O
254;mizoribine;C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)N
255;imidazo[4,5-e][1,4]diazapine;None
256;P1-(tiazofurin-5'-yl)-P2-(2-ethyladenosin-5'-yl) diphosphate;None
257;(S)-2-(2,3-dichlorophenoxy)-N-(2-(4-(5-oxo-4,5-dihydro-1,3,4-oxadiazol-2-yl)phenyl)benzo[d]oxazol-5-yl)propanamide;None
258;N-[4-chloro-3-(trifluoromethyl)phenyl]-2-(3-methyl-4-oxo-3,4-dihydrophthalazin-1-yl)acetamide;CN1C(=O)C2=CC=CC=C2C(=N1)CC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
259;(S)-2-(2,3-dichlorophenoxy)-N-(2-(4-(trifluoromethoxy)phenyl)-benzo[d]oxazol-5-yl)propanamide;None
